rating,title,author,date,helpful_votes,clean_review,pos_counts,constituency_tree,dependency_tree,named_entities
10.0,no comment,adburhmanadbulhkem,"Aug 13, 2023",,comment,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('comment', 'ROOT', 'comment')]","[('comment', 'ROOT', 'comment')]",{}
6.0,Didn't hit the spot for me.,Jonimckenna,"Jun 4, 2023",,didnt hit spot,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('spot', 'dobj', 'hit')]","[('did', 'aux', 'hit'), ('nt', 'neg', 'hit'), ('hit', 'ROOT', 'hit'), ('spot', 'dobj', 'hit')]",{}
2.0,"Not good for kids, not nice to watch",Zooha-47207,"Sep 2, 2024",,good kid nice watch,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('good kid nice watch', 'ROOT', 'watch')]","[('good', 'amod', 'kid'), ('kid', 'amod', 'watch'), ('nice', 'amod', 'watch'), ('watch', 'ROOT', 'watch')]",{}
10.0,Easily the best Spider-Man movie!,ryanandrew-05077,"Jul 9, 2023",,easili best spiderman movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('easili best spiderman movi', 'ROOT', 'movi')]","[('easili', 'compound', 'movi'), ('best', 'amod', 'spiderman'), ('spiderman', 'compound', 'movi'), ('movi', 'ROOT', 'movi')]",{}
10.0,A movie that exceeds expectations,anon-00001,"Jun 10, 2023",,movi exce expect,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('movi exce', 'nsubj', 'expect')]","[('movi', 'compound', 'exce'), ('exce', 'nsubj', 'expect'), ('expect', 'ROOT', 'expect')]",{}
10.0,"This might be the perfect superhero movie, if not, it's close.",neonfamxxi,"Jun 5, 2023",,might perfect superhero movi close,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('superhero movi', 'dobj', 'perfect')]","[('might', 'aux', 'perfect'), ('perfect', 'ROOT', 'perfect'), ('superhero', 'compound', 'movi'), ('movi', 'dobj', 'perfect'), ('close', 'advmod', 'perfect')]",{}
10.0,A+++++ A Masterpiece for Cinema,russellquisenberry,"Jun 4, 2023",,masterpiec cinema,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('masterpiec cinema', 'ROOT', 'cinema')]","[('masterpiec', 'amod', 'cinema'), ('cinema', 'ROOT', 'cinema')]",{}
10.0,Absolute work of art.,iipumpkiniix,"Jun 5, 2023",,absolut work art,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('absolut', 'ROOT', 'absolut'), ('work art', 'dobj', 'absolut')]","[('absolut', 'ROOT', 'absolut'), ('work', 'compound', 'art'), ('art', 'dobj', 'absolut')]",{}
10.0,A masterpiece in animation and story telling,otto_tieleman,"Jul 3, 2023",,masterpiec anim stori tell,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('masterpiec anim stori', 'nsubj', 'tell')]","[('masterpiec', 'compound', 'stori'), ('anim', 'compound', 'stori'), ('stori', 'nsubj', 'tell'), ('tell', 'ROOT', 'tell')]",{}
,Across the Spider-Verse is the Best animated film of 2023.,Masami-J,"Jun 12, 2023",,across spidervers best anim film,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('spidervers best anim film', 'pobj', 'across')]","[('across', 'ROOT', 'across'), ('spidervers', 'nmod', 'film'), ('best', 'amod', 'film'), ('anim', 'compound', 'film'), ('film', 'pobj', 'across')]",{}
6.0,Split.,krzysiektom,"Jun 16, 2023",,split,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('split', 'ROOT', 'split')]",{}
10.0,"How difficult it was to overcome the first film, this one :D did it and by far",porceljesusw,"Aug 11, 2023",,difficult overcom first film one far,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('difficult overcom', 'nsubj', 'film')]","[('difficult', 'amod', 'overcom'), ('overcom', 'nsubj', 'film'), ('first', 'amod', 'film'), ('film', 'ROOT', 'film'), ('one', 'nummod', 'film'), ('far', 'advmod', 'film')]","{'ORDINAL': 1, 'CARDINAL': 1}"
6.0,"""Welcome to Spider-Society!""",classicsoncall,"Oct 21, 2023",,welcom spidersocieti,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('welcom spidersocieti', 'ROOT', 'spidersocieti')]","[('welcom', 'compound', 'spidersocieti'), ('spidersocieti', 'ROOT', 'spidersocieti')]",{'ORG': 1}
2.0,Didn't understand half of the movie,quelami,"Jun 14, 2023",,didnt understand half movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('half movi', 'dobj', 'understand')]","[('did', 'aux', 'understand'), ('nt', 'neg', 'understand'), ('understand', 'ROOT', 'understand'), ('half', 'amod', 'movi'), ('movi', 'dobj', 'understand')]",{'CARDINAL': 1}
10.0,Best Spiderman movie so far!,snrchqfx,"Aug 16, 2023",,best spiderman movi far,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('best spiderman movi', 'ROOT', 'movi')]","[('best', 'amod', 'spiderman'), ('spiderman', 'compound', 'movi'), ('movi', 'ROOT', 'movi'), ('far', 'advmod', 'movi')]",{}
10.0,Miguel,viaanfrancesca,"Jun 21, 2023",,miguel,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('miguel', 'ROOT', 'miguel')]","[('miguel', 'ROOT', 'miguel')]",{}
10.0,OVERWHELMINGLY GOOD,etziolopez,"Jun 7, 2023",,overwhelmingli good,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('overwhelmingli', 'npadvmod', 'good'), ('good', 'ROOT', 'good')]",{'ORG': 1}
10.0,Look! I KNOW WHY THERE ARE COMPLAINS.,Suprab_starz1993,"Jun 8, 2023",,look know complain,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('look', 'ROOT', 'look'), ('know', 'npadvmod', 'look'), ('complain', 'npadvmod', 'look')]",{}
10.0,The Best Spider-Man Film. Ever.,wesleyarledge-86836,"Jul 22, 2023",,best spiderman film ever,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('best spiderman film', 'ROOT', 'film')]","[('best', 'amod', 'spiderman'), ('spiderman', 'compound', 'film'), ('film', 'ROOT', 'film'), ('ever', 'advmod', 'film')]",{}
10.0,How to make greatness even better,fracturedglitter-36-435020,"Jun 2, 2023",,make great even better,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('make', 'ROOT', 'make'), ('great', 'ccomp', 'make'), ('even', 'advmod', 'better'), ('better', 'advmod', 'make')]",{}
,One of the best animations of all time,JWick23,"Aug 23, 2023",,one best anim time,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('one best anim time', 'ROOT', 'time')]","[('one', 'nummod', 'time'), ('best', 'amod', 'time'), ('anim', 'compound', 'time'), ('time', 'ROOT', 'time')]",{'CARDINAL': 1}
7.0,"The action was amazing, but rest meh...",andysheridan-68075,"Jun 14, 2023",,action amaz rest meh,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('action', 'ROOT', 'action'), ('rest meh', 'appos', 'action')]","[('action', 'ROOT', 'action'), ('amaz', 'prep', 'action'), ('rest', 'compound', 'meh'), ('meh', 'appos', 'action')]",{}
10.0,Somehow they managed do outdo into the spiderverse (but not its soundtrack),sampuran,"Jul 27, 2023",,somehow manag outdo spidervers soundtrack,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('manag outdo spidervers', 'nsubj', 'soundtrack')]","[('somehow', 'advmod', 'soundtrack'), ('manag', 'compound', 'spidervers'), ('outdo', 'compound', 'spidervers'), ('spidervers', 'nsubj', 'soundtrack'), ('soundtrack', 'ROOT', 'soundtrack')]",{}
2.0,Visually feels like a seisure,OldMovieRob,"Jan 7, 2024",,visual feel like seisur,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('visual feel', 'ROOT', 'feel'), ('seisur', 'pobj', 'like')]","[('visual', 'amod', 'feel'), ('feel', 'ROOT', 'feel'), ('like', 'prep', 'feel'), ('seisur', 'pobj', 'like')]",{'GPE': 1}
9.0,"Better than the one before, With better animation and better story",ghazi-zbalawi-31098,"Jun 30, 2023",,better one better anim better stori,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('better one better anim better stori', 'ROOT', 'stori')]","[('better', 'advmod', 'one'), ('one', 'nummod', 'anim'), ('better', 'amod', 'anim'), ('anim', 'nmod', 'stori'), ('better', 'amod', 'stori'), ('stori', 'ROOT', 'stori')]",{'CARDINAL': 1}
10.0,spectacular,jcydjs,"Jun 28, 2023",,spectacular,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('spectacular', 'ROOT', 'spectacular')]",{}
10.0,Sony Pictures - Take a bow,stormbringa,"Jun 3, 2023",,soni pictur take bow,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('soni pictur take', 'ROOT', 'take'), ('bow', 'dobj', 'take')]","[('soni', 'compound', 'pictur'), ('pictur', 'compound', 'take'), ('take', 'ROOT', 'take'), ('bow', 'dobj', 'take')]",{}
10.0,The best,paurushmakhija,"Jul 29, 2023",,best,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('best', 'ROOT', 'best')]",{}
10.0,Best Animated Film of '23!,nqmedia,"Jul 31, 2023",,best anim film,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('best anim film', 'ROOT', 'film')]","[('best', 'amod', 'film'), ('anim', 'compound', 'film'), ('film', 'ROOT', 'film')]",{}
9.0,The BEST Spider-Man EVER!,pedrocf14,"Jun 12, 2023",,best spiderman ever,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('best spiderman', 'ROOT', 'spiderman')]","[('best', 'amod', 'spiderman'), ('spiderman', 'ROOT', 'spiderman'), ('ever', 'advmod', 'spiderman')]",{}
,"Wish you warn me like ""This is chapter one""",faiknadir,"Sep 30, 2023",,wish warn like chapter one,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('chapter', 'pobj', 'like')]","[('wish', 'ROOT', 'wish'), ('warn', 'xcomp', 'wish'), ('like', 'prep', 'warn'), ('chapter', 'pobj', 'like'), ('one', 'nummod', 'chapter')]",{'LAW': 1}
7.0,Spider-verse of Madness,jack_o_hasanov_imdb,"Jun 2, 2023",,spidervers mad,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('spidervers', 'ROOT', 'spidervers'), ('mad', 'dobj', 'spidervers')]",{}
10.0,Genuinely Amazing,haydenxpro,"Jun 3, 2023",,genuin amaz,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('genuin', 'advmod', 'amaz'), ('amaz', 'ROOT', 'amaz')]",{}
6.0,Save the Captain... next time.,chand-suhas,"Jun 1, 2023",,save captain next time,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('captain', 'dobj', 'save')]","[('save', 'ROOT', 'save'), ('captain', 'dobj', 'save'), ('next', 'amod', 'time'), ('time', 'npadvmod', 'save')]",{}
1.0,Sick of the MULTIVERSE!!,aminfotovat-02697,"Sep 24, 2023",,sick multivers,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('sick multivers', 'ROOT', 'multivers')]","[('sick', 'amod', 'multivers'), ('multivers', 'ROOT', 'multivers')]",{}
10.0,BEYOND EXPECTATIONS,alexaquarius,"Jun 11, 2023",,beyond expect,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('beyond', 'advmod', 'expect'), ('expect', 'ROOT', 'expect')]",{}
10.0,The perfect sequel!,quaade-46805,"Jul 22, 2023",,perfect sequel,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('perfect sequel', 'ROOT', 'sequel')]","[('perfect', 'amod', 'sequel'), ('sequel', 'ROOT', 'sequel')]",{}
10.0,The best Spider-man movie!,lukasprochazka-05904,"Jul 31, 2023",,best spiderman movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('best spiderman movi', 'ROOT', 'movi')]","[('best', 'amod', 'movi'), ('spiderman', 'compound', 'movi'), ('movi', 'ROOT', 'movi')]",{}
10.0,Perfect. Just perfect.,adykotidou,"Aug 21, 2023",,perfect perfect,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('perfect', 'advmod', 'perfect'), ('perfect', 'ROOT', 'perfect')]",{}
10.0,If you disagree...i will fight you,colewink97,"Jun 5, 2023",,disagreei fight,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('disagreei fight', 'ROOT', 'fight')]","[('disagreei', 'amod', 'fight'), ('fight', 'ROOT', 'fight')]",{}
10.0,THE Spiderman Film to Watch!,jius,"Jun 2, 2023",,spiderman film watch,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('spiderman film', 'nsubj', 'watch')]","[('spiderman', 'compound', 'film'), ('film', 'nsubj', 'watch'), ('watch', 'ROOT', 'watch')]",{}
7.0,"Its good, just good",dsampat-86173,"Jun 29, 2023",,good good,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('good', 'amod', 'good'), ('good', 'ROOT', 'good')]",{}
10.0,This movie is insane,jacobstilwell-84634,"Jun 2, 2023",,movi insan,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('movi insan', 'ROOT', 'insan')]","[('movi', 'compound', 'insan'), ('insan', 'ROOT', 'insan')]",{}
7.0,Great moments but not a great whole,a-clinch1,"Jun 2, 2023",,great moment great whole,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('great', 'amod', 'moment'), ('moment', 'npadvmod', 'great'), ('great', 'amod', 'whole'), ('whole', 'ROOT', 'whole')]",{}
3.0,Pointless film.,juniperwrb,"Jun 9, 2023",,pointless film,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('pointless film', 'ROOT', 'film')]","[('pointless', 'amod', 'film'), ('film', 'ROOT', 'film')]",{}
10.0,Surpassed my expectations,gbanoon,"Jun 1, 2023",,surpass expect,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('surpass', 'nsubj', 'expect')]","[('surpass', 'nsubj', 'expect'), ('expect', 'ROOT', 'expect')]",{}
10.0,Beyond the Generic.,sventempest,"Jun 27, 2023",,beyond gener,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('gener', 'pobj', 'beyond')]","[('beyond', 'ROOT', 'beyond'), ('gener', 'pobj', 'beyond')]",{}
10.0,A MASTERPIECE IN EVERY SENSE OF THE WORD,calebbrookscj,"Jun 8, 2023",,masterpiec everi sen word,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('masterpiec everi sen word', 'ROOT', 'word')]","[('masterpiec', 'compound', 'word'), ('everi', 'amod', 'word'), ('sen', 'compound', 'word'), ('word', 'ROOT', 'word')]",{'PERSON': 1}
10.0,MINDBLOWING,amrikaditya,"Jun 3, 2023",,mindblow,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('mindblow', 'ROOT', 'mindblow')]",{}
10.0,Beautiful Sequel That Continues to Elevate the Art Form,willphelan,"Nov 4, 2023",,beauti sequel continu elev art form,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('beauti', 'nsubj', 'sequel'), ('continu', 'dobj', 'sequel'), ('elev art form', 'dobj', 'sequel')]","[('beauti', 'nsubj', 'sequel'), ('sequel', 'ROOT', 'sequel'), ('continu', 'dobj', 'sequel'), ('elev', 'amod', 'form'), ('art', 'compound', 'form'), ('form', 'dobj', 'sequel')]",{}
10.0,A great sequel,maxwellbourke,"May 31, 2023",,great sequel,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('great sequel', 'ROOT', 'sequel')]","[('great', 'amod', 'sequel'), ('sequel', 'ROOT', 'sequel')]",{}
6.0,Too busy,coolkiasha,"Nov 13, 2023",,busi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('busi', 'ROOT', 'busi')]","[('busi', 'ROOT', 'busi')]",{}
10.0,It's Everything The First One Was And More,cadillac20,"Jun 3, 2023",,everyth first one,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('everyth', 'advmod', 'one'), ('first', 'amod', 'one'), ('one', 'ROOT', 'one')]",{'CARDINAL': 1}
7.0,Rather Disappointong,jonasjroth,"Jul 14, 2023",,rather disappointong,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('rather disappointong', 'ROOT', 'disappointong')]","[('rather', 'advmod', 'disappointong'), ('disappointong', 'ROOT', 'disappointong')]",{'PERSON': 1}
1.0,Why are film makers today unable to tell a story in two hours or less?,shanayneigh,"Aug 27, 2023",,film maker today unabl tell stori two hour less,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('film maker', 'nsubj', 'tell'), ('stori', 'dobj', 'tell')]","[('film', 'compound', 'maker'), ('maker', 'nsubj', 'tell'), ('today', 'npadvmod', 'tell'), ('unabl', 'intj', 'tell'), ('tell', 'ROOT', 'tell'), ('stori', 'dobj', 'tell'), ('two', 'nummod', 'hour'), ('hour', 'npadvmod', 'less'), ('less', 'advmod', 'tell')]","{'DATE': 1, 'TIME': 1}"
10.0,A spiderman fans dream,burntoutboy,"Jun 2, 2023",,spiderman fan dream,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('spiderman fan dream', 'ROOT', 'dream')]","[('spiderman', 'compound', 'dream'), ('fan', 'compound', 'dream'), ('dream', 'ROOT', 'dream')]",{}
10.0,Excellent!,msxwilliams,"Jun 3, 2023",,excel,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('excel', 'ROOT', 'excel')]",{}
10.0,A Multiversal Masterpiece!,cedricdumler,"Jun 5, 2023",,multivers masterpiec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('multivers', 'nsubj', 'masterpiec')]","[('multivers', 'nsubj', 'masterpiec'), ('masterpiec', 'ROOT', 'masterpiec')]",{}
10.0,"Incredible, to say the least",anibalcnso,"Jun 5, 2023",,incred say least,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('incred', 'nsubj', 'say'), ('say', 'ROOT', 'say'), ('least', 'advmod', 'say')]",{}
10.0,My new favorite movie,spiderandwolf,"Jun 3, 2023",,new favorit movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('new favorit movi', 'ROOT', 'movi')]","[('new', 'amod', 'movi'), ('favorit', 'compound', 'movi'), ('movi', 'ROOT', 'movi')]",{'ORG': 1}
10.0,The best animated film of all time.,Mistr-Mr,"Dec 30, 2024",,best anim film time,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('best anim film time', 'ROOT', 'time')]","[('best', 'amod', 'time'), ('anim', 'compound', 'film'), ('film', 'compound', 'time'), ('time', 'ROOT', 'time')]",{}
,"Tried a lot of different things, few worked",lone_samurai678,"Jun 3, 2023",,tri lot differ thing work,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('tri lot', 'nsubj', 'differ'), ('thing work', 'dobj', 'differ')]","[('tri', 'amod', 'lot'), ('lot', 'nsubj', 'differ'), ('differ', 'ROOT', 'differ'), ('thing', 'compound', 'work'), ('work', 'dobj', 'differ')]",{}
6.0,Style Over Substance?,stephenwood-99259,"Jun 2, 2023",,style substanc,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('style substanc', 'ROOT', 'substanc')]","[('style', 'compound', 'substanc'), ('substanc', 'ROOT', 'substanc')]",{}
9.0,It's pretty cool,octhaven,"Oct 2, 2023",,pretti cool,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('pretti cool', 'ROOT', 'cool')]","[('pretti', 'compound', 'cool'), ('cool', 'ROOT', 'cool')]",{}
6.0,Average kids movie,tsandenskog,"Jul 20, 2023",,averag kid movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('averag kid movi', 'ROOT', 'movi')]","[('averag', 'compound', 'movi'), ('kid', 'compound', 'movi'), ('movi', 'ROOT', 'movi')]",{'PERSON': 1}
1.0,A Disappointing Sequel,guilliman-40590,"Dec 3, 2024",,disappoint sequel,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('disappoint sequel', 'ROOT', 'sequel')]","[('disappoint', 'compound', 'sequel'), ('sequel', 'ROOT', 'sequel')]",{}
8.0,I got everything what I expected from this movie,de_ville-64785,"Jun 12, 2023",,got everyth expect movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('everyth', 'nsubj', 'expect'), ('movi', 'dobj', 'expect')]","[('got', 'ROOT', 'got'), ('everyth', 'nsubj', 'expect'), ('expect', 'ccomp', 'got'), ('movi', 'dobj', 'expect')]",{}
9.0,This was my favorite movie of 2023 and an absolute masterpiece!,jacoboehler-45665,"Jun 14, 2023",,favorit movi absolut masterpiec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('favorit movi', 'nsubj', 'absolut'), ('masterpiec', 'dobj', 'absolut')]","[('favorit', 'compound', 'movi'), ('movi', 'nsubj', 'absolut'), ('absolut', 'ROOT', 'absolut'), ('masterpiec', 'dobj', 'absolut')]",{'ORG': 1}
9.0,AMAZING!,rvwrnn,"Jun 5, 2023",,amaz,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('amaz', 'ROOT', 'amaz')]",{}
9.0,Just WOW!,cainanmarshalldez,"Sep 29, 2023",,wow,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('wow', 'ROOT', 'wow')]",{}
8.0,"I don't think it's an absolute masterpiece, but an excellent film",alphaygr,"Sep 18, 2023",,dont think absolut masterpiec excel film,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('absolut', 'nsubj', 'excel'), ('masterpiec', 'nsubj', 'excel')]","[('do', 'aux', 'think'), ('nt', 'neg', 'think'), ('think', 'ROOT', 'think'), ('absolut', 'nsubj', 'excel'), ('masterpiec', 'nsubj', 'excel'), ('excel', 'compound', 'film'), ('film', 'dobj', 'think')]",{}
9.0,Who said second parts were never good?,LeonardoOliva69,"Jul 7, 2024",,said second part never good,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('said', 'ROOT', 'said'), ('second', 'amod', 'part'), ('part', 'npadvmod', 'good'), ('never', 'neg', 'good'), ('good', 'ccomp', 'said')]",{'ORDINAL': 1}
6.0,Into the spider verse was better.,davidtitlow,"Dec 23, 2023",,spider vers better,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('spider vers', 'ROOT', 'vers')]","[('spider', 'compound', 'vers'), ('vers', 'ROOT', 'vers'), ('better', 'advmod', 'vers')]",{}
10.0,one of the best animation i watched,GQQuoc,"Sep 23, 2023",,one best anim watch,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('one best anim watch', 'ROOT', 'watch')]","[('one', 'nummod', 'watch'), ('best', 'amod', 'watch'), ('anim', 'compound', 'watch'), ('watch', 'ROOT', 'watch')]",{'CARDINAL': 1}
6.0,Am I missing something here.,davidjejna,"Aug 13, 2023",,miss someth,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('someth', 'dobj', 'miss')]","[('miss', 'ROOT', 'miss'), ('someth', 'dobj', 'miss')]",{}
2.0,Undoing character development,jordansnd,"Aug 26, 2023",,undo charact develop,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('undo charact', 'nsubj', 'develop')]","[('undo', 'amod', 'charact'), ('charact', 'nsubj', 'develop'), ('develop', 'ROOT', 'develop')]",{}
10.0,An Animated Cinematic Masterpiece That Will Leave You Breathless!,fadybaseleem,"May 31, 2024",,anim cinemat masterpiec leav breathless,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('anim cinemat masterpiec leav breathless', 'ROOT', 'breathless')]","[('anim', 'compound', 'cinemat'), ('cinemat', 'compound', 'masterpiec'), ('masterpiec', 'compound', 'breathless'), ('leav', 'compound', 'breathless'), ('breathless', 'ROOT', 'breathless')]",{}
9.0,"Spider-Man: Across the Spider-Verse - A WILD Multiverse Ride, Frfr 💥",hamadatobio,"Dec 23, 2024",,spiderman across spidervers wild multivers ride frfr,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('spiderman', 'nsubj', 'ride'), ('spidervers wild multivers', 'pobj', 'across')]","[('spiderman', 'nsubj', 'ride'), ('across', 'prep', 'spiderman'), ('spidervers', 'compound', 'multivers'), ('wild', 'amod', 'multivers'), ('multivers', 'pobj', 'across'), ('ride', 'ROOT', 'ride'), ('frfr', 'npadvmod', 'ride')]",{}
9.0,Possibly the best animation ever made,alunmcarthur,"Apr 20, 2024",,possibl best anim ever made,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('possibl best anim', 'nsubj', 'made')]","[('possibl', 'nmod', 'anim'), ('best', 'amod', 'anim'), ('anim', 'nsubj', 'made'), ('ever', 'advmod', 'made'), ('made', 'ROOT', 'made')]",{}
9.0,A Web of Emotions and Unparalleled Action,filmezandobrasil,"Oct 2, 2023",,web emot unparallel action,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('web emot unparallel action', 'ROOT', 'action')]","[('web', 'compound', 'emot'), ('emot', 'nmod', 'action'), ('unparallel', 'amod', 'action'), ('action', 'ROOT', 'action')]",{}
10.0,A new modern animated classic,Quethinks,"Jun 17, 2024",,new modern anim classic,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('new modern anim classic', 'ROOT', 'classic')]","[('new', 'amod', 'classic'), ('modern', 'amod', 'classic'), ('anim', 'compound', 'classic'), ('classic', 'ROOT', 'classic')]",{}
7.0,"Visually stunning, great dialogue, though not satisfying.",thomasjkroeze,"Jun 2, 2023",,visual stun great dialogu though satisfi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('visual stun', 'nsubj', 'dialogu')]","[('visual', 'amod', 'stun'), ('stun', 'nsubj', 'dialogu'), ('great', 'amod', 'stun'), ('dialogu', 'amod', 'satisfi'), ('though', 'advmod', 'satisfi'), ('satisfi', 'ROOT', 'satisfi')]",{}
